timestamp,suite,program,mode,run_index,event,value,status,stderr_note
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,branches,5367436,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,branch-misses,61659,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,L1-dcache-loads,6716539,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,L1-dcache-load-misses,287936,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,LLC-loads,67174,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-jit,1,LLC-load-misses,40100,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-aot,1,cycles,18212164,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-aot,1,instructions,27991003,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-aot,1,branches,5007909,ok,
2026-04-15T22:56:16+0800,micro,alloc_fragmented_pattern,wasm-aot,1,branch-misses,51293,ok,
